term,definition
threat actor process,"Entity, behavior, or information concerning malicious activity that threatens systems or data; analysis includes profiling actors, mapping TTPs, and producing actionable intelligence to prioritize defenses, detect campaigns, and inform response and mitigation strategies. includes profiling actors, mapping TTPs, and producing actionable intelligence to prioritize defenses, detect campaigns, and inform response and mitigation strategies."
threat hunting,"Entity, behavior, or information concerning malicious activity that threatens systems or data; analysis includes profiling actors, mapping TTPs, and producing actionable intelligence to prioritize defenses, detect campaigns, and inform response and mitigation strategies. includes profiling actors, mapping TTPs, and producing actionable intelligence to prioritize defenses, detect campaigns, and inform response and mitigation strategies."
threat hunting analysis,"Entity, behavior, or information concerning malicious activity that threatens systems or data; analysis includes profiling actors, mapping TTPs, and producing actionable intelligence to prioritize defenses, detect campaigns, and inform response and mitigation strategies. includes profiling actors, mapping TTPs, and producing actionable intelligence to prioritize defenses, detect campaigns, and inform response and mitigation strategies."
threat hunting management,"Entity, behavior, or information concerning malicious activity that threatens systems or data; analysis includes profiling actors, mapping TTPs, and producing actionable intelligence to prioritize defenses, detect campaigns, and inform response and mitigation strategies. includes profiling actors, mapping TTPs, and producing actionable intelligence to prioritize defenses, detect campaigns, and inform response and mitigation strategies."
threat hunting monitoring,"Entity, behavior, or information concerning malicious activity that threatens systems or data; analysis includes profiling actors, mapping TTPs, and producing actionable intelligence to prioritize defenses, detect campaigns, and inform response and mitigation strategies. includes profiling actors, mapping TTPs, and producing actionable intelligence to prioritize defenses, detect campaigns, and inform response and mitigation strategies."
threat hunting policy,"Entity, behavior, or information concerning malicious activity that threatens systems or data; analysis includes profiling actors, mapping TTPs, and producing actionable intelligence to prioritize defenses, detect campaigns, and inform response and mitigation strategies. includes profiling actors, mapping TTPs, and producing actionable intelligence to prioritize defenses, detect campaigns, and inform response and mitigation strategies."
threat hunting process,"Entity, behavior, or information concerning malicious activity that threatens systems or data; analysis includes profiling actors, mapping TTPs, and producing actionable intelligence to prioritize defenses, detect campaigns, and inform response and mitigation strategies. includes profiling actors, mapping TTPs, and producing actionable intelligence to prioritize defenses, detect campaigns, and inform response and mitigation strategies."
threat intelligence,"Entity, behavior, or information concerning malicious activity that threatens systems or data; analysis includes profiling actors, mapping TTPs, and producing actionable intelligence to prioritize defenses, detect campaigns, and inform response and mitigation strategies. includes profiling actors, mapping TTPs, and producing actionable intelligence to prioritize defenses, detect campaigns, and inform response and mitigation strategies."
threat intelligence analysis,"Entity, behavior, or information concerning malicious activity that threatens systems or data; analysis includes profiling actors, mapping TTPs, and producing actionable intelligence to prioritize defenses, detect campaigns, and inform response and mitigation strategies. includes profiling actors, mapping TTPs, and producing actionable intelligence to prioritize defenses, detect campaigns, and inform response and mitigation strategies."
threat intelligence management,"Entity, behavior, or information concerning malicious activity that threatens systems or data; analysis includes profiling actors, mapping TTPs, and producing actionable intelligence to prioritize defenses, detect campaigns, and inform response and mitigation strategies. includes profiling actors, mapping TTPs, and producing actionable intelligence to prioritize defenses, detect campaigns, and inform response and mitigation strategies."
threat intelligence monitoring,"Entity, behavior, or information concerning malicious activity that threatens systems or data; analysis includes profiling actors, mapping TTPs, and producing actionable intelligence to prioritize defenses, detect campaigns, and inform response and mitigation strategies. includes profiling actors, mapping TTPs, and producing actionable intelligence to prioritize defenses, detect campaigns, and inform response and mitigation strategies."
threat intelligence policy,"Entity, behavior, or information concerning malicious activity that threatens systems or data; analysis includes profiling actors, mapping TTPs, and producing actionable intelligence to prioritize defenses, detect campaigns, and inform response and mitigation strategies. includes profiling actors, mapping TTPs, and producing actionable intelligence to prioritize defenses, detect campaigns, and inform response and mitigation strategies."
threat intelligence process,"Entity, behavior, or information concerning malicious activity that threatens systems or data; analysis includes profiling actors, mapping TTPs, and producing actionable intelligence to prioritize defenses, detect campaigns, and inform response and mitigation strategies. includes profiling actors, mapping TTPs, and producing actionable intelligence to prioritize defenses, detect campaigns, and inform response and mitigation strategies."
threat modeling,"Entity, behavior, or information concerning malicious activity that threatens systems or data; analysis includes profiling actors, mapping TTPs, and producing actionable intelligence to prioritize defenses, detect campaigns, and inform response and mitigation strategies. includes profiling actors, mapping TTPs, and producing actionable intelligence to prioritize defenses, detect campaigns, and inform response and mitigation strategies."
threat modeling analysis,"Entity, behavior, or information concerning malicious activity that threatens systems or data; analysis includes profiling actors, mapping TTPs, and producing actionable intelligence to prioritize defenses, detect campaigns, and inform response and mitigation strategies. includes profiling actors, mapping TTPs, and producing actionable intelligence to prioritize defenses, detect campaigns, and inform response and mitigation strategies."
threat modeling management,"Entity, behavior, or information concerning malicious activity that threatens systems or data; analysis includes profiling actors, mapping TTPs, and producing actionable intelligence to prioritize defenses, detect campaigns, and inform response and mitigation strategies. includes profiling actors, mapping TTPs, and producing actionable intelligence to prioritize defenses, detect campaigns, and inform response and mitigation strategies."
threat modeling monitoring,"Entity, behavior, or information concerning malicious activity that threatens systems or data; analysis includes profiling actors, mapping TTPs, and producing actionable intelligence to prioritize defenses, detect campaigns, and inform response and mitigation strategies. includes profiling actors, mapping TTPs, and producing actionable intelligence to prioritize defenses, detect campaigns, and inform response and mitigation strategies."
threat modeling policy,"Entity, behavior, or information concerning malicious activity that threatens systems or data; analysis includes profiling actors, mapping TTPs, and producing actionable intelligence to prioritize defenses, detect campaigns, and inform response and mitigation strategies. includes profiling actors, mapping TTPs, and producing actionable intelligence to prioritize defenses, detect campaigns, and inform response and mitigation strategies."
threat modeling process,"Entity, behavior, or information concerning malicious activity that threatens systems or data; analysis includes profiling actors, mapping TTPs, and producing actionable intelligence to prioritize defenses, detect campaigns, and inform response and mitigation strategies. includes profiling actors, mapping TTPs, and producing actionable intelligence to prioritize defenses, detect campaigns, and inform response and mitigation strategies."
time-of-check to time-of-use (toctou),"Technical concept or practice within cybersecurity and information assurance encompassing preventive, detective, and corrective measures to protect systems, data, and operations; typically implemented through policies, technologies, and procedures tailored to organizational risk profiles. corrective measures to protect systems, data, and operations; typically implemented through policies, technologies, and procedures tailored to organizational risk profiles."
time-of-check to time-of-use (TOCTOU) analysis,"Technical concept or practice within cybersecurity and information assurance encompassing preventive, detective, and corrective measures to protect systems, data, and operations; typically implemented through policies, technologies, and procedures tailored to organizational risk profiles. corrective measures to protect systems, data, and operations; typically implemented through policies, technologies, and procedures tailored to organizational risk profiles."
time-of-check to time-of-use (TOCTOU) management,"Technical concept or practice within cybersecurity and information assurance encompassing preventive, detective, and corrective measures to protect systems, data, and operations; typically implemented through policies, technologies, and procedures tailored to organizational risk profiles. corrective measures to protect systems, data, and operations; typically implemented through policies, technologies, and procedures tailored to organizational risk profiles."
time-of-check to time-of-use (TOCTOU) monitoring,"Operational practice and tooling for collecting, correlating, and analyzing telemetry from diverse sources to detect, investigate, and respond to security events; combines automated correlation, alerting, and human analysis to reduce dwell time and support incident containment. and respond to security events; combines automated correlation, alerting, and human analysis to reduce dwell time and support incident containment."
time-of-check to time-of-use (TOCTOU) policy,"Organizational process or document that defines risk acceptance, controls, and compliance obligations; it structures responsibilities, assessments, and remediation to ensure security objectives align with business goals and regulatory requirements. and compliance obligations; it structures responsibilities, assessments, and remediation to ensure security objectives align with business goals and regulatory requirements."
time-of-check to time-of-use (TOCTOU) process,"Technical concept or practice within cybersecurity and information assurance encompassing preventive, detective, and corrective measures to protect systems, data, and operations; typically implemented through policies, technologies, and procedures tailored to organizational risk profiles. corrective measures to protect systems, data, and operations; typically implemented through policies, technologies, and procedures tailored to organizational risk profiles."
tokenization,"Technical concept or practice within cybersecurity and information assurance encompassing preventive, detective, and corrective measures to protect systems, data, and operations; typically implemented through policies, technologies, and procedures tailored to organizational risk profiles. corrective measures to protect systems, data, and operations; typically implemented through policies, technologies, and procedures tailored to organizational risk profiles."
tokenization analysis,"Technical concept or practice within cybersecurity and information assurance encompassing preventive, detective, and corrective measures to protect systems, data, and operations; typically implemented through policies, technologies, and procedures tailored to organizational risk profiles. corrective measures to protect systems, data, and operations; typically implemented through policies, technologies, and procedures tailored to organizational risk profiles."
tokenization management,"Technical concept or practice within cybersecurity and information assurance encompassing preventive, detective, and corrective measures to protect systems, data, and operations; typically implemented through policies, technologies, and procedures tailored to organizational risk profiles. corrective measures to protect systems, data, and operations; typically implemented through policies, technologies, and procedures tailored to organizational risk profiles."
tokenization monitoring,"Operational practice and tooling for collecting, correlating, and analyzing telemetry from diverse sources to detect, investigate, and respond to security events; combines automated correlation, alerting, and human analysis to reduce dwell time and support incident containment. and respond to security events; combines automated correlation, alerting, and human analysis to reduce dwell time and support incident containment."
tokenization policy,"Organizational process or document that defines risk acceptance, controls, and compliance obligations; it structures responsibilities, assessments, and remediation to ensure security objectives align with business goals and regulatory requirements. and compliance obligations; it structures responsibilities, assessments, and remediation to ensure security objectives align with business goals and regulatory requirements."
tokenization process,"Technical concept or practice within cybersecurity and information assurance encompassing preventive, detective, and corrective measures to protect systems, data, and operations; typically implemented through policies, technologies, and procedures tailored to organizational risk profiles. corrective measures to protect systems, data, and operations; typically implemented through policies, technologies, and procedures tailored to organizational risk profiles."
trace evidence,"Structured practice for collecting, preserving, analyzing, and documenting digital evidence using controlled procedures that maintain chain of custody and integrity; outputs support investigations and legal proceedings with reproducible methodology and reporting. controlled procedures that maintain chain of custody and integrity; outputs support investigations and legal proceedings with reproducible methodology and reporting."
trace evidence analysis,"Structured practice for collecting, preserving, analyzing, and documenting digital evidence using controlled procedures that maintain chain of custody and integrity; outputs support investigations and legal proceedings with reproducible methodology and reporting. controlled procedures that maintain chain of custody and integrity; outputs support investigations and legal proceedings with reproducible methodology and reporting."
trace evidence management,"Structured practice for collecting, preserving, analyzing, and documenting digital evidence using controlled procedures that maintain chain of custody and integrity; outputs support investigations and legal proceedings with reproducible methodology and reporting. controlled procedures that maintain chain of custody and integrity; outputs support investigations and legal proceedings with reproducible methodology and reporting."
trace evidence monitoring,"Structured practice for collecting, preserving, analyzing, and documenting digital evidence using controlled procedures that maintain chain of custody and integrity; outputs support investigations and legal proceedings with reproducible methodology and reporting. controlled procedures that maintain chain of custody and integrity; outputs support investigations and legal proceedings with reproducible methodology and reporting."
trace evidence policy,"Structured practice for collecting, preserving, analyzing, and documenting digital evidence using controlled procedures that maintain chain of custody and integrity; outputs support investigations and legal proceedings with reproducible methodology and reporting. controlled procedures that maintain chain of custody and integrity; outputs support investigations and legal proceedings with reproducible methodology and reporting."
trace evidence process,"Structured practice for collecting, preserving, analyzing, and documenting digital evidence using controlled procedures that maintain chain of custody and integrity; outputs support investigations and legal proceedings with reproducible methodology and reporting. controlled procedures that maintain chain of custody and integrity; outputs support investigations and legal proceedings with reproducible methodology and reporting."
traffic shaping,"Technical concept or practice within cybersecurity and information assurance encompassing preventive, detective, and corrective measures to protect systems, data, and operations; typically implemented through policies, technologies, and procedures tailored to organizational risk profiles. corrective measures to protect systems, data, and operations; typically implemented through policies, technologies, and procedures tailored to organizational risk profiles."
traffic shaping analysis,"Technical concept or practice within cybersecurity and information assurance encompassing preventive, detective, and corrective measures to protect systems, data, and operations; typically implemented through policies, technologies, and procedures tailored to organizational risk profiles. corrective measures to protect systems, data, and operations; typically implemented through policies, technologies, and procedures tailored to organizational risk profiles."
traffic shaping management,"Technical concept or practice within cybersecurity and information assurance encompassing preventive, detective, and corrective measures to protect systems, data, and operations; typically implemented through policies, technologies, and procedures tailored to organizational risk profiles. corrective measures to protect systems, data, and operations; typically implemented through policies, technologies, and procedures tailored to organizational risk profiles."
traffic shaping monitoring,"Operational practice and tooling for collecting, correlating, and analyzing telemetry from diverse sources to detect, investigate, and respond to security events; combines automated correlation, alerting, and human analysis to reduce dwell time and support incident containment. and respond to security events; combines automated correlation, alerting, and human analysis to reduce dwell time and support incident containment."
traffic shaping policy,"Organizational process or document that defines risk acceptance, controls, and compliance obligations; it structures responsibilities, assessments, and remediation to ensure security objectives align with business goals and regulatory requirements. and compliance obligations; it structures responsibilities, assessments, and remediation to ensure security objectives align with business goals and regulatory requirements."
traffic shaping process,"Technical concept or practice within cybersecurity and information assurance encompassing preventive, detective, and corrective measures to protect systems, data, and operations; typically implemented through policies, technologies, and procedures tailored to organizational risk profiles. corrective measures to protect systems, data, and operations; typically implemented through policies, technologies, and procedures tailored to organizational risk profiles."
transient data,"Technical concept or practice within cybersecurity and information assurance encompassing preventive, detective, and corrective measures to protect systems, data, and operations; typically implemented through policies, technologies, and procedures tailored to organizational risk profiles. corrective measures to protect systems, data, and operations; typically implemented through policies, technologies, and procedures tailored to organizational risk profiles."
transient data analysis,"Technical concept or practice within cybersecurity and information assurance encompassing preventive, detective, and corrective measures to protect systems, data, and operations; typically implemented through policies, technologies, and procedures tailored to organizational risk profiles. corrective measures to protect systems, data, and operations; typically implemented through policies, technologies, and procedures tailored to organizational risk profiles."
transient data management,"Technical concept or practice within cybersecurity and information assurance encompassing preventive, detective, and corrective measures to protect systems, data, and operations; typically implemented through policies, technologies, and procedures tailored to organizational risk profiles. corrective measures to protect systems, data, and operations; typically implemented through policies, technologies, and procedures tailored to organizational risk profiles."
transient data monitoring,"Operational practice and tooling for collecting, correlating, and analyzing telemetry from diverse sources to detect, investigate, and respond to security events; combines automated correlation, alerting, and human analysis to reduce dwell time and support incident containment. and respond to security events; combines automated correlation, alerting, and human analysis to reduce dwell time and support incident containment."
transient data policy,"Organizational process or document that defines risk acceptance, controls, and compliance obligations; it structures responsibilities, assessments, and remediation to ensure security objectives align with business goals and regulatory requirements. and compliance obligations; it structures responsibilities, assessments, and remediation to ensure security objectives align with business goals and regulatory requirements."
transient data process,"Technical concept or practice within cybersecurity and information assurance encompassing preventive, detective, and corrective measures to protect systems, data, and operations; typically implemented through policies, technologies, and procedures tailored to organizational risk profiles. corrective measures to protect systems, data, and operations; typically implemented through policies, technologies, and procedures tailored to organizational risk profiles."
two-factor authentication,"Entity, behavior, or information concerning malicious activity that threatens systems or data; analysis includes profiling actors, mapping TTPs, and producing actionable intelligence to prioritize defenses, detect campaigns, and inform response and mitigation strategies. includes profiling actors, mapping TTPs, and producing actionable intelligence to prioritize defenses, detect campaigns, and inform response and mitigation strategies."
two-factor authentication analysis,"Entity, behavior, or information concerning malicious activity that threatens systems or data; analysis includes profiling actors, mapping TTPs, and producing actionable intelligence to prioritize defenses, detect campaigns, and inform response and mitigation strategies. includes profiling actors, mapping TTPs, and producing actionable intelligence to prioritize defenses, detect campaigns, and inform response and mitigation strategies."
two-factor authentication management,"Entity, behavior, or information concerning malicious activity that threatens systems or data; analysis includes profiling actors, mapping TTPs, and producing actionable intelligence to prioritize defenses, detect campaigns, and inform response and mitigation strategies. includes profiling actors, mapping TTPs, and producing actionable intelligence to prioritize defenses, detect campaigns, and inform response and mitigation strategies."
two-factor authentication monitoring,"Entity, behavior, or information concerning malicious activity that threatens systems or data; analysis includes profiling actors, mapping TTPs, and producing actionable intelligence to prioritize defenses, detect campaigns, and inform response and mitigation strategies. includes profiling actors, mapping TTPs, and producing actionable intelligence to prioritize defenses, detect campaigns, and inform response and mitigation strategies."
two-factor authentication policy,"Entity, behavior, or information concerning malicious activity that threatens systems or data; analysis includes profiling actors, mapping TTPs, and producing actionable intelligence to prioritize defenses, detect campaigns, and inform response and mitigation strategies. includes profiling actors, mapping TTPs, and producing actionable intelligence to prioritize defenses, detect campaigns, and inform response and mitigation strategies."
two-factor authentication process,"Entity, behavior, or information concerning malicious activity that threatens systems or data; analysis includes profiling actors, mapping TTPs, and producing actionable intelligence to prioritize defenses, detect campaigns, and inform response and mitigation strategies. includes profiling actors, mapping TTPs, and producing actionable intelligence to prioritize defenses, detect campaigns, and inform response and mitigation strategies."
two-person integrity,"Technical concept or practice within cybersecurity and information assurance encompassing preventive, detective, and corrective measures to protect systems, data, and operations; typically implemented through policies, technologies, and procedures tailored to organizational risk profiles. corrective measures to protect systems, data, and operations; typically implemented through policies, technologies, and procedures tailored to organizational risk profiles."
two-person integrity analysis,"Technical concept or practice within cybersecurity and information assurance encompassing preventive, detective, and corrective measures to protect systems, data, and operations; typically implemented through policies, technologies, and procedures tailored to organizational risk profiles. corrective measures to protect systems, data, and operations; typically implemented through policies, technologies, and procedures tailored to organizational risk profiles."
two-person integrity management,"Technical concept or practice within cybersecurity and information assurance encompassing preventive, detective, and corrective measures to protect systems, data, and operations; typically implemented through policies, technologies, and procedures tailored to organizational risk profiles. corrective measures to protect systems, data, and operations; typically implemented through policies, technologies, and procedures tailored to organizational risk profiles."
two-person integrity monitoring,"Operational practice and tooling for collecting, correlating, and analyzing telemetry from diverse sources to detect, investigate, and respond to security events; combines automated correlation, alerting, and human analysis to reduce dwell time and support incident containment. and respond to security events; combines automated correlation, alerting, and human analysis to reduce dwell time and support incident containment."
two-person integrity policy,"Organizational process or document that defines risk acceptance, controls, and compliance obligations; it structures responsibilities, assessments, and remediation to ensure security objectives align with business goals and regulatory requirements. and compliance obligations; it structures responsibilities, assessments, and remediation to ensure security objectives align with business goals and regulatory requirements."
two-person integrity process,"Technical concept or practice within cybersecurity and information assurance encompassing preventive, detective, and corrective measures to protect systems, data, and operations; typically implemented through policies, technologies, and procedures tailored to organizational risk profiles. corrective measures to protect systems, data, and operations; typically implemented through policies, technologies, and procedures tailored to organizational risk profiles."
u2f (universal 2nd factor),"Entity, behavior, or information concerning malicious activity that threatens systems or data; analysis includes profiling actors, mapping TTPs, and producing actionable intelligence to prioritize defenses, detect campaigns, and inform response and mitigation strategies. includes profiling actors, mapping TTPs, and producing actionable intelligence to prioritize defenses, detect campaigns, and inform response and mitigation strategies."
U2F (universal 2nd factor) analysis,"Entity, behavior, or information concerning malicious activity that threatens systems or data; analysis includes profiling actors, mapping TTPs, and producing actionable intelligence to prioritize defenses, detect campaigns, and inform response and mitigation strategies. includes profiling actors, mapping TTPs, and producing actionable intelligence to prioritize defenses, detect campaigns, and inform response and mitigation strategies."
U2F (universal 2nd factor) management,"Entity, behavior, or information concerning malicious activity that threatens systems or data; analysis includes profiling actors, mapping TTPs, and producing actionable intelligence to prioritize defenses, detect campaigns, and inform response and mitigation strategies. includes profiling actors, mapping TTPs, and producing actionable intelligence to prioritize defenses, detect campaigns, and inform response and mitigation strategies."
U2F (universal 2nd factor) monitoring,"Entity, behavior, or information concerning malicious activity that threatens systems or data; analysis includes profiling actors, mapping TTPs, and producing actionable intelligence to prioritize defenses, detect campaigns, and inform response and mitigation strategies. includes profiling actors, mapping TTPs, and producing actionable intelligence to prioritize defenses, detect campaigns, and inform response and mitigation strategies."
U2F (universal 2nd factor) policy,"Entity, behavior, or information concerning malicious activity that threatens systems or data; analysis includes profiling actors, mapping TTPs, and producing actionable intelligence to prioritize defenses, detect campaigns, and inform response and mitigation strategies. includes profiling actors, mapping TTPs, and producing actionable intelligence to prioritize defenses, detect campaigns, and inform response and mitigation strategies."
uefi secure boot,"Technical concept or practice within cybersecurity and information assurance encompassing preventive, detective, and corrective measures to protect systems, data, and operations; typically implemented through policies, technologies, and procedures tailored to organizational risk profiles. corrective measures to protect systems, data, and operations; typically implemented through policies, technologies, and procedures tailored to organizational risk profiles."
UEFI secure boot analysis,"Technical concept or practice within cybersecurity and information assurance encompassing preventive, detective, and corrective measures to protect systems, data, and operations; typically implemented through policies, technologies, and procedures tailored to organizational risk profiles. corrective measures to protect systems, data, and operations; typically implemented through policies, technologies, and procedures tailored to organizational risk profiles."
UEFI secure boot management,"Technical concept or practice within cybersecurity and information assurance encompassing preventive, detective, and corrective measures to protect systems, data, and operations; typically implemented through policies, technologies, and procedures tailored to organizational risk profiles. corrective measures to protect systems, data, and operations; typically implemented through policies, technologies, and procedures tailored to organizational risk profiles."
UEFI secure boot monitoring,"Operational practice and tooling for collecting, correlating, and analyzing telemetry from diverse sources to detect, investigate, and respond to security events; combines automated correlation, alerting, and human analysis to reduce dwell time and support incident containment. and respond to security events; combines automated correlation, alerting, and human analysis to reduce dwell time and support incident containment."
UEFI secure boot policy,"Organizational process or document that defines risk acceptance, controls, and compliance obligations; it structures responsibilities, assessments, and remediation to ensure security objectives align with business goals and regulatory requirements. and compliance obligations; it structures responsibilities, assessments, and remediation to ensure security objectives align with business goals and regulatory requirements."
unauthorized access,"Mechanism or policy for establishing, verifying, and managing identities and permissions so that entities access resources appropriate to their roles; includes authentication factors, credential management, provisioning, and lifecycle controls to reduce unauthorized access risks. access resources appropriate to their roles; includes authentication factors, credential management, provisioning, and lifecycle controls to reduce unauthorized access risks."
unauthorized access analysis,"Mechanism or policy for establishing, verifying, and managing identities and permissions so that entities access resources appropriate to their roles; includes authentication factors, credential management, provisioning, and lifecycle controls to reduce unauthorized access risks. access resources appropriate to their roles; includes authentication factors, credential management, provisioning, and lifecycle controls to reduce unauthorized access risks."
unauthorized access management,"Mechanism or policy for establishing, verifying, and managing identities and permissions so that entities access resources appropriate to their roles; includes authentication factors, credential management, provisioning, and lifecycle controls to reduce unauthorized access risks. access resources appropriate to their roles; includes authentication factors, credential management, provisioning, and lifecycle controls to reduce unauthorized access risks."
unauthorized access monitoring,"Mechanism or policy for establishing, verifying, and managing identities and permissions so that entities access resources appropriate to their roles; includes authentication factors, credential management, provisioning, and lifecycle controls to reduce unauthorized access risks. access resources appropriate to their roles; includes authentication factors, credential management, provisioning, and lifecycle controls to reduce unauthorized access risks."
unauthorized access policy,"Mechanism or policy for establishing, verifying, and managing identities and permissions so that entities access resources appropriate to their roles; includes authentication factors, credential management, provisioning, and lifecycle controls to reduce unauthorized access risks. access resources appropriate to their roles; includes authentication factors, credential management, provisioning, and lifecycle controls to reduce unauthorized access risks."
unicode normalization,"Technical concept or practice within cybersecurity and information assurance encompassing preventive, detective, and corrective measures to protect systems, data, and operations; typically implemented through policies, technologies, and procedures tailored to organizational risk profiles. corrective measures to protect systems, data, and operations; typically implemented through policies, technologies, and procedures tailored to organizational risk profiles."
unicode normalization analysis,"Technical concept or practice within cybersecurity and information assurance encompassing preventive, detective, and corrective measures to protect systems, data, and operations; typically implemented through policies, technologies, and procedures tailored to organizational risk profiles. corrective measures to protect systems, data, and operations; typically implemented through policies, technologies, and procedures tailored to organizational risk profiles."
unicode normalization management,"Technical concept or practice within cybersecurity and information assurance encompassing preventive, detective, and corrective measures to protect systems, data, and operations; typically implemented through policies, technologies, and procedures tailored to organizational risk profiles. corrective measures to protect systems, data, and operations; typically implemented through policies, technologies, and procedures tailored to organizational risk profiles."
unicode normalization monitoring,"Operational practice and tooling for collecting, correlating, and analyzing telemetry from diverse sources to detect, investigate, and respond to security events; combines automated correlation, alerting, and human analysis to reduce dwell time and support incident containment. and respond to security events; combines automated correlation, alerting, and human analysis to reduce dwell time and support incident containment."
unicode normalization policy,"Organizational process or document that defines risk acceptance, controls, and compliance obligations; it structures responsibilities, assessments, and remediation to ensure security objectives align with business goals and regulatory requirements. and compliance obligations; it structures responsibilities, assessments, and remediation to ensure security objectives align with business goals and regulatory requirements."
untrusted input,"Technical concept or practice within cybersecurity and information assurance encompassing preventive, detective, and corrective measures to protect systems, data, and operations; typically implemented through policies, technologies, and procedures tailored to organizational risk profiles. corrective measures to protect systems, data, and operations; typically implemented through policies, technologies, and procedures tailored to organizational risk profiles."
untrusted input analysis,"Technical concept or practice within cybersecurity and information assurance encompassing preventive, detective, and corrective measures to protect systems, data, and operations; typically implemented through policies, technologies, and procedures tailored to organizational risk profiles. corrective measures to protect systems, data, and operations; typically implemented through policies, technologies, and procedures tailored to organizational risk profiles."
untrusted input management,"Technical concept or practice within cybersecurity and information assurance encompassing preventive, detective, and corrective measures to protect systems, data, and operations; typically implemented through policies, technologies, and procedures tailored to organizational risk profiles. corrective measures to protect systems, data, and operations; typically implemented through policies, technologies, and procedures tailored to organizational risk profiles."
untrusted input monitoring,"Operational practice and tooling for collecting, correlating, and analyzing telemetry from diverse sources to detect, investigate, and respond to security events; combines automated correlation, alerting, and human analysis to reduce dwell time and support incident containment. and respond to security events; combines automated correlation, alerting, and human analysis to reduce dwell time and support incident containment."
untrusted input policy,"Organizational process or document that defines risk acceptance, controls, and compliance obligations; it structures responsibilities, assessments, and remediation to ensure security objectives align with business goals and regulatory requirements. and compliance obligations; it structures responsibilities, assessments, and remediation to ensure security objectives align with business goals and regulatory requirements."
url filtering,"Technical concept or practice within cybersecurity and information assurance encompassing preventive, detective, and corrective measures to protect systems, data, and operations; typically implemented through policies, technologies, and procedures tailored to organizational risk profiles. corrective measures to protect systems, data, and operations; typically implemented through policies, technologies, and procedures tailored to organizational risk profiles."
URL filtering analysis,"Technical concept or practice within cybersecurity and information assurance encompassing preventive, detective, and corrective measures to protect systems, data, and operations; typically implemented through policies, technologies, and procedures tailored to organizational risk profiles. corrective measures to protect systems, data, and operations; typically implemented through policies, technologies, and procedures tailored to organizational risk profiles."
URL filtering management,"Technical concept or practice within cybersecurity and information assurance encompassing preventive, detective, and corrective measures to protect systems, data, and operations; typically implemented through policies, technologies, and procedures tailored to organizational risk profiles. corrective measures to protect systems, data, and operations; typically implemented through policies, technologies, and procedures tailored to organizational risk profiles."
URL filtering monitoring,"Operational practice and tooling for collecting, correlating, and analyzing telemetry from diverse sources to detect, investigate, and respond to security events; combines automated correlation, alerting, and human analysis to reduce dwell time and support incident containment. and respond to security events; combines automated correlation, alerting, and human analysis to reduce dwell time and support incident containment."
URL filtering policy,"Organizational process or document that defines risk acceptance, controls, and compliance obligations; it structures responsibilities, assessments, and remediation to ensure security objectives align with business goals and regulatory requirements. and compliance obligations; it structures responsibilities, assessments, and remediation to ensure security objectives align with business goals and regulatory requirements."
user behavior analytics,"Technical concept or practice within cybersecurity and information assurance encompassing preventive, detective, and corrective measures to protect systems, data, and operations; typically implemented through policies, technologies, and procedures tailored to organizational risk profiles. corrective measures to protect systems, data, and operations; typically implemented through policies, technologies, and procedures tailored to organizational risk profiles."
user behavior analytics analysis,"Technical concept or practice within cybersecurity and information assurance encompassing preventive, detective, and corrective measures to protect systems, data, and operations; typically implemented through policies, technologies, and procedures tailored to organizational risk profiles. corrective measures to protect systems, data, and operations; typically implemented through policies, technologies, and procedures tailored to organizational risk profiles."
user behavior analytics management,"Technical concept or practice within cybersecurity and information assurance encompassing preventive, detective, and corrective measures to protect systems, data, and operations; typically implemented through policies, technologies, and procedures tailored to organizational risk profiles. corrective measures to protect systems, data, and operations; typically implemented through policies, technologies, and procedures tailored to organizational risk profiles."
user behavior analytics monitoring,"Operational practice and tooling for collecting, correlating, and analyzing telemetry from diverse sources to detect, investigate, and respond to security events; combines automated correlation, alerting, and human analysis to reduce dwell time and support incident containment. and respond to security events; combines automated correlation, alerting, and human analysis to reduce dwell time and support incident containment."
